ingredient,measurement,name,unit
Lemon twist,1,East India Cocktail No. 1,units
Maraschino cherry,1,East India Cocktail No. 1,units
Single-malt scotch whisky,2,Easter Elchies,oz
Cherry heering,0.5,Easter Elchies,oz
Punt e mes,0.5,Easter Elchies,oz
Orange bitters,1,Easter Elchies,oz
Bourbon whiskey,2,Eastern Sour,oz
Orange juice,1.5,Eastern Sour,oz
Lime juice,1,Eastern Sour,oz
Simple syrup,0.25,Eastern Sour,oz
Orange,1,Eastern Sour,units
Lime wheels,1,Eastern Sour,units
Orgeat,0.25,Eastern Sour,oz
Almond syrup,0.25,Eastern Sour with Almond syrup,oz
Bourbon whiskey,2,Eastern Sour with Almond syrup,oz
Orange juice,1.5,Eastern Sour with Almond syrup,oz
Lime juice,1,Eastern Sour with Almond syrup,oz
Simple syrup,0.25,Eastern Sour with Almond syrup,oz
Orange,1,Eastern Sour with Almond syrup,units
Lime wheels,1,Eastern Sour with Almond syrup,units
Straight rye whiskey,2,Easterner,oz
Fresh grapefruit juice,1,Easterner,oz
Maple syrup,0.5,Easterner,oz
Grapefruit twist,1,Easterner,units
Egg,1,Egg Sour,units
Powdered sugar,1,Egg Sour,oz
Lemon juice,0.5,Egg Sour,oz
Brandy,2,Egg Sour,oz
Triple sec,0.25,Egg Sour,oz
Egg,1,Eggnog Supreme,units
Sugar,1,Eggnog Supreme,oz
Whole milk,1.5,Eggnog Supreme,oz
Heavy cream,1,Eggnog Supreme,oz
Whipped,1,Eggnog Supreme,oz
Cognac,59,Eggnog Supreme,oz
Powdered nutmeg,1,Eggnog Supreme,units
Mezcal,1.5,El Molino,oz
Allspice liqueur (pimento dram),0.25,El Molino,oz
White creme de cacao,0.25,El Molino,oz
Palo cortado,0.75,El Molino,oz
Oloroso sherry,0.75,El Molino with Oloroso sherry,oz
Mezcal,1.5,El Molino with Oloroso sherry,oz
Allspice liqueur (pimento dram),0.25,El Molino with Oloroso sherry,oz
White creme de cacao,0.25,El Molino with Oloroso sherry,oz
Lime wedges,6,El Ni_o,units
Strawberries,1,El Ni_o,units
Simple syrup,0.75,El Ni_o,oz
Blanco tequila,2,El Ni_o,oz
Rose water,5,El Ni_o,oz
Anejo tequila,1.75,El Oso (The Bear),oz
Honey liqueur,0.75,El Oso (The Bear),oz
Maraschino liqueur,0.5,El Oso (The Bear),oz
The bitter truth's jerry thomas' own decanter bitters,2,El Oso (The Bear),oz
Dehydrated orange wheel,1,El Oso (The Bear),units
Light rum,1.5,El Presidente Cocktail No. 2,oz
Dry vermouth,0.75,El Presidente Cocktail No. 2,oz
Angostura bitters,1,El Presidente Cocktail No. 2,oz
Pisco,1,El Profesor,oz
Punt e mes,0.5,El Profesor,oz
Benedictine,0.5,El Profesor,oz
Aromatic bitters,2,El Profesor,oz
Lemon twist,1,El Profesor,units
Vodka,1.25,Electric Jam,oz
Blue curacao,0.5,Electric Jam,oz
Simple syrup,1,Electric Jam,oz
Lemon juice,1,Electric Jam,oz
Lime soda,1,Electric Jam,units
Egg white,1,Elk's Own Cocktail,units
Blended whiskey,1.5,Elk's Own Cocktail,oz
Port,0.75,Elk's Own Cocktail,oz
Lemon juice,0.25,Elk's Own Cocktail,oz
Powdered sugar,1,Elk's Own Cocktail,oz
Gin,2,Emerald Isle Cocktail,oz
Green creme de menthe,1,Emerald Isle Cocktail,oz
Bitters,3,Emerald Isle Cocktail,oz
Strawberries,3,Emperor Norton's Mistress,units
Bourbon whiskey,1.5,Emperor Norton's Mistress,oz
Vanilla liqueur,0.5,Emperor Norton's Mistress,oz
Triple sec,0.25,Emperor Norton's Mistress,oz
Apricot flavored brandy,0.75,Ethel Duffy Cocktail,oz
White creme de menthe,0.75,Ethel Duffy Cocktail,oz
Triple sec,0.75,Ethel Duffy Cocktail,oz
Irish whiskey,2,Everybody's Irish Cocktail,oz
Green creme de menthe,1,Everybody's Irish Cocktail,oz
Green chartreuse,1,Everybody's Irish Cocktail,oz
Green olive,1,Everybody's Irish Cocktail,oz
Egg yolk,1,Eye-Opener,units
Powdered sugar,0.5,Eye-Opener,oz
Anis,1,Eye-Opener,oz
Triple sec,1,Eye-Opener,oz
White creme de cacao,1,Eye-Opener,oz
Light rum,2,Eye-Opener,oz
Light rum,1.5,Fair-and-Warmer Cocktail,oz
Sweet vermouth,0.75,Fair-and-Warmer Cocktail,oz
Triple sec,0.5,Fair-and-Warmer Cocktail,oz
Egg white,1,Fairy Belle Cocktail,units
Grenadine,1,Fairy Belle Cocktail,oz
Apricot-flavored brandy,0.75,Fairy Belle Cocktail,oz
Gin,1.5,Fairy Belle Cocktail,oz
Lime juice,1,Fallen Angel Cocktail,oz
Old mr. boston dry gin,1.5,Fallen Angel Cocktail,oz
Bitters,1,Fallen Angel Cocktail,oz
Old mr. boston white creme de menthe,0.5,Fallen Angel Cocktail,oz
Calvados,0.75,Fallen Leaves,oz
Sweet vermouth,0.75,Fallen Leaves,oz
Dry vermouth,0.25,Fallen Leaves,oz
Brandy,1,Fallen Leaves,oz
Brandy,2,Fancy Brandy,oz
Triple sec,0.25,Fancy Brandy,oz
Simple syrup,0.25,Fancy Brandy,oz
Angostura bitters,1,Fancy Brandy,oz
Old mr. boston five star brandy,2,Fancy Brandy Cocktail,oz
Bitters,1,Fancy Brandy Cocktail,oz
Old mr. boston triple sec,0.25,Fancy Brandy Cocktail,oz
Powdered sugar,0.25,Fancy Brandy Cocktail,oz
Angostura bitters,1,Fancy Whiskey,oz
Triple sec,0.25,Fancy Whiskey,oz
Simple syrup,0.25,Fancy Whiskey,oz
Lemon twist,1,Fancy Whiskey,units
Bourbon,2,Fancy Whiskey,oz
Rye whiskey,2,Fancy Whiskey with Rye whiskey,oz
Angostura bitters,1,Fancy Whiskey with Rye whiskey,oz
Triple sec,0.25,Fancy Whiskey with Rye whiskey,oz
Simple syrup,0.25,Fancy Whiskey with Rye whiskey,oz
Lemon twist,1,Fancy Whiskey with Rye whiskey,units
Bourbon whiskey,2,Fancy-Free Cocktail,oz
Maraschino liqueur,0.5,Fancy-Free Cocktail,oz
Angostura bitters,1,Fancy-Free Cocktail,oz
Orange bitters,1,Fancy-Free Cocktail,oz
Brandy,1,Fantasio Cocktail,oz
Dry vermouth,0.75,Fantasio Cocktail,oz
White creme de menthe,1,Fantasio Cocktail,oz
Maraschino liqueur,1,Fantasio Cocktail,oz
Gin,1,Farmer's Cocktail,oz
Dry vermouth,0.5,Farmer's Cocktail,oz
Sweet vermouth,0.5,Farmer's Cocktail,oz
Bitters,2,Farmer's Cocktail,oz
Dark rum,2,Fat Like Buddha,oz
Dubonnet rouge,0.75,Fat Like Buddha,oz
Benedictine,0.25,Fat Like Buddha,oz
Triple sec,0.25,Fat Like Buddha,oz
Orange wheel,1,Fat Like Buddha,units
Flamed,1,Fat Like Buddha,units
Apricot flavored brandy,0.75,Favorite Cocktail,oz
Dry vermouth,0.75,Favorite Cocktail,oz
Gin,0.75,Favorite Cocktail,oz
Lemon juice,0.25,Favorite Cocktail,oz
Apricot flavored brandy,0.75,Favourite Cocktail,oz
Dry vermouth,0.75,Favourite Cocktail,oz
Lemon juice,0.75,Favourite Cocktail,oz
Gin,0.25,Favourite Cocktail,oz
Gin,1.5,Fifty-Fifty Cocktail,oz
Dry vermouth,1.5,Fifty-Fifty Cocktail,oz
Light rum,2,Fireman's Sour,oz
Lime juice,2,Fireman's Sour,oz
Simple syrup,0.25,Fireman's Sour,oz
Grenadine,0.25,Fireman's Sour,oz
Soda water,3,Fireman's Sour,oz
Lemon wheels,0.5,Fireman's Sour,units
Maraschino cherry,1,Fireman's Sour,units
Splash triple sec,1,Flatiron Martini,oz
Orange-flavored vodka,1.5,Flatiron Martini,oz
Lillet blanc,1.5,Flatiron Martini,oz
Light rum,1.5,Floridita No. 1,oz
Lime juice,0.5,Floridita No. 1,oz
Sweet vermouth,0.5,Floridita No. 1,oz
White creme de cacao,1,Floridita No. 1,oz
Grenadine,1,Floridita No. 1,oz
Lime twist,1,Floridita No. 1,units
Light rum,2,Floridita No. 3,oz
Lime juice,0.75,Floridita No. 3,oz
Grapefruit juice,0.5,Floridita No. 3,oz
Maraschino liqueur,0.5,Floridita No. 3,oz
Simple syrup,0.5,Floridita No. 3,oz
Lime wheels,1,Floridita No. 3,units
Blanco tequila,2,Flower Power,oz
Grapefruit juice,1,Flower Power,oz
Agave nectar,0.5,Flower Power,oz
Egg white,1,Flower Power,units
Orange blossom water,3,Flower Power,oz
Peychaud's bitters,2,Flower Power,oz
Gin,2,Flying Dutchman,oz
Triple sec,1,Flying Dutchman,oz
Old mr. boston green creme de menthe,0.75,Flying Grasshopper Cocktail,oz
Old mr. boston white creme de cacao,0.75,Flying Grasshopper Cocktail,oz
Old mr. boston vodka,0.75,Flying Grasshopper Cocktail,oz
Blended scotch whiskey,1,Flying Scotchman,oz
Sweet vermouth,1,Flying Scotchman,oz
Angostura bitters,1,Flying Scotchman,oz
Simple syrup,0.25,Flying Scotchman,oz
Sweet vermouth,1,Flying Scotchman Cocktail,oz
Desmond & duff scotch whisky,1,Flying Scotchman Cocktail,oz
Bitters,1,Flying Scotchman Cocktail,oz
Sugar syrup,0.25,Flying Scotchman Cocktail,oz
Light rum,1.5,Fog Cutter,oz
Brandy,0.5,Fog Cutter,oz
Gin,0.5,Fog Cutter,oz
Lemon juice,1.5,Fog Cutter,oz
Orange juice,1,Fog Cutter,oz
Sweet sherry,1,Fog Cutter,oz
Almond,1.5,Fog Cutter,oz
Orgeat syrup,1.5,Fog Cutter with Orgeat syrup,oz
Light rum,1.5,Fog Cutter with Orgeat syrup,oz
Brandy,0.5,Fog Cutter with Orgeat syrup,oz
Gin,0.5,Fog Cutter with Orgeat syrup,oz
Lemon juice,1.5,Fog Cutter with Orgeat syrup,oz
Orange juice,1,Fog Cutter with Orgeat syrup,oz
Sweet sherry,1,Fog Cutter with Orgeat syrup,oz
Lime juice,0.5,Fog Horn,oz
Gin & ginger ale,1.5,Fog Horn,oz
Gin,2,Fog Horn,oz
Triple sec,1,Fog Horn,oz
Brandy,1,Fontainebleau Special,oz
Anisette,1,Fontainebleau Special,oz
Dry vermouth,0.5,Fontainebleau Special,oz
Light rum,1.5,Fort Lauderdale,oz
Sweet vermouth,0.5,Fort Lauderdale,oz
Juice of orange,0.25,Fort Lauderdale,oz
Lime juice,0.25,Fort Lauderdale,oz
Dark creme de cacao,0.5,Fox River Cocktail,oz
Angostura bitters,4,Fox River Cocktail,oz
Bourbon,2,Fox River Cocktail,oz
Rye whiskey,2,Fox River Cocktail with Rye whiskey,oz
Dark creme de cacao,0.5,Fox River Cocktail with Rye whiskey,oz
Angostura bitters,4,Fox River Cocktail with Rye whiskey,oz
Bourbon whiskey,2,Francis The Mule,oz
Coffee liqueur,0.5,Francis The Mule,oz
Lemon juice,0.5,Francis The Mule,oz
Orange bitters,2,Francis The Mule,oz
Lemon twist,1,Francis The Mule,units
Orgeat,0.25,Francis The Mule,oz
Almond syrup,0.25,Francis The Mule with Almond syrup,oz
Bourbon whiskey,2,Francis The Mule with Almond syrup,oz
Coffee liqueur,0.5,Francis The Mule with Almond syrup,oz
Lemon juice,0.5,Francis The Mule with Almond syrup,oz
Orange bitters,2,Francis The Mule with Almond syrup,oz
Lemon twist,1,Francis The Mule with Almond syrup,units
Gin,1,Frankenjack Cocktail,oz
Dry vermouth,0.75,Frankenjack Cocktail,oz
Apricot flavored brandy,0.5,Frankenjack Cocktail,oz
Triple sec,1,Frankenjack Cocktail,oz
Lime juice,0.5,Frankenjack Cocktail,oz
Gin & ginger ale,1.5,Frankenjack Cocktail,oz
Straight rye whiskey,2,Fratelli Cocktail,oz
Sweet vermouth,0.5,Fratelli Cocktail,oz
Yellow chartreuse,0.5,Fratelli Cocktail,oz
Fernet-branca,0.25,Fratelli Cocktail,oz
Lemon juice,0.25,Free Silver,oz
Powdered sugar,0.5,Free Silver,oz
Gin,1.5,Free Silver,oz
Dark rum,0.5,Free Silver,oz
Milk,1,Free Silver,oz
Club soda,1,Free Silver,units
Vodka,1.5,French Martini,oz
Black raspberry liqueur,0.75,French Martini,oz
Pineapple juice,0.75,French Martini,oz
Brandy,2,French Quarter,oz
Lillet blanc,0.75,French Quarter,oz
Lemon wheels,0.25,French Quarter,units
Lemon juice,0.75,Frisco Sour,oz
Lime juice,0.5,Frisco Sour,oz
Benedictine,0.5,Frisco Sour,oz
Lemon,1,Frisco Sour,units
Lime wheels,1,Frisco Sour,units
Bourbon,2,Frisco Sour,oz
Rye whiskey,2,Frisco Sour with Rye whiskey,oz
Lemon juice,0.75,Frisco Sour with Rye whiskey,oz
Lime juice,0.5,Frisco Sour with Rye whiskey,oz
Benedictine,0.5,Frisco Sour with Rye whiskey,oz
Lemon,1,Frisco Sour with Rye whiskey,units
Lime wheels,1,Frisco Sour with Rye whiskey,units
Vodka,1,Frisky Witch,oz
Sambuca,1,Frisky Witch,oz
Black licorice stick,1,Frisky Witch,units
Blanco tequila,1,Frostbite,oz
White creme de cacao,0.75,Frostbite,oz
Heavy cream,0.75,Frostbite,oz
Egg white,1,Froth Blower Cocktail,units
Gin,2,Froth Blower Cocktail,oz
Grenadine,1,Froth Blower Cocktail,oz
Brandy,1.5,Froupe Cocktail,oz
Sweet vermouth,1.5,Froupe Cocktail,oz
Benedictine,1,Froupe Cocktail,oz
Applejack,1.5,Frozen Apple,oz
Lime juice,1,Frozen Apple,oz
Sugar,1,Frozen Apple,oz
Egg white,0.5,Frozen Apple,units
Brandy,1.5,Frozen Brandy and Rum,oz
Light rum,1,Frozen Brandy and Rum,oz
Lemon juice,1,Frozen Brandy and Rum,oz
Egg yolk,1,Frozen Brandy and Rum,units
Powdered sugar,1,Frozen Brandy and Rum,oz
Vodka,1.5,Gables Collins,oz
Creme de noyaux,1,Gables Collins,oz
Lemon juice,0.5,Gables Collins,oz
Pineapple juice,0.5,Gables Collins,oz
Soda water,3,Gables Collins,oz
Lemon wheels,1,Gables Collins,units
Pineapple chunk,1,Gables Collins,units
Light rum,2,Gaugin,oz
Lemon juice,0.5,Gaugin,oz
Lime juice,0.5,Gaugin,oz
Passion fruit syrup,0.5,Gaugin,oz
Maraschino cherry,1,Gaugin,units
Light rum,2,Gauguin,oz
Passion fruit syrup,1,Gauguin,oz
Lemon juice,1,Gauguin,oz
Lime juice,1,Gauguin,oz
Egg,1,General Harrison's Eggnog,units
Powdered sugar,1,General Harrison's Eggnog,oz
Red wine,10,General Harrison's Eggnog,oz
Vodka,1,Gentle Ben,oz
Gin,1,Gentle Ben,oz
Blanco tequila,1,Gentle Ben,oz
Orange wheel,1,Gentle Ben,units
Maraschino cherry,1,Gentle Ben,units
Bourbon,1.5,Gentleman's Cocktail,oz
Brandy,0.5,Gentleman's Cocktail,oz
Creme de menthe,0.5,Gentleman's Cocktail,oz
Club soda,1,Gentleman's Cocktail,units
Mint sprigs,2,Georgia Mint Julep,units
Simple syrup,0.25,Georgia Mint Julep,oz
Brandy,1.5,Georgia Mint Julep,oz
Peach-flavored brandy,1,Georgia Mint Julep,oz
Peach slices,1,Georgia Mule,units
Skinned,1,Georgia Mule,oz
Vodka,1.5,Georgia Mule,oz
Lemon juice,0.5,Georgia Mule,oz
Peach bitters,2,Georgia Mule,oz
Ginger beer,3,Georgia Mule,oz
Peach slices,1,Georgia Mule,units
Vodka,1.5,Georgia Peach,oz
Peach schnapps,0.5,Georgia Peach,oz
Grenadine,1,Georgia Peach,oz
Blended scotch whiskey,1.5,Gilchrist,oz
Pear brandy,0.75,Gilchrist,oz
Grapefruit juice,0.75,Gilchrist,oz
Amaro,0.5,Gilchrist,oz
Grapefruit bitters,2,Gilchrist,oz
Lemon twist,1,Gilchrist,units
Cherry-flavored brandy,0.75,Gilroy Cocktail,oz
Gin,0.75,Gilroy Cocktail,oz
Dry vermouth,0.5,Gilroy Cocktail,oz
Lemon juice,0.5,Gilroy Cocktail,oz
Orange bitters,1,Gilroy Cocktail,oz
Lime juice,1,Gimlet,oz
Powdered sugar,1,Gimlet,oz
Gin,1.5,Gimlet,oz
Rose's lime juice,1,Gimlet Cocktail,oz
Powdered sugar,1,Gimlet Cocktail,oz
Old mr. boston dry gin,1.5,Gimlet Cocktail,oz
Gin,2,Gin Cocktail,oz
Bitters,2,Gin Cocktail,oz
Powdered sugar,1,Gin Milk Punch,oz
Gin,2,Gin Milk Punch,oz
Milk,1,Gin Milk Punch,oz
Powdered sugar,1,Gin Sling,oz
Lemon juice,0.5,Gin Sling,oz
Gin,2,Gin Sling,oz
Gin,2,Gin and It,oz
Sweet vermouth,1,Gin and It,oz
Powdered sugar,1,Gin and Milk Punch,oz
Mr. boston gin,2,Gin and Milk Punch,oz
Milk,1,Gin and Milk Punch,oz
Light rum,2,Ginger Grapefruit Rickey,oz
Fresh grapefruit juice,2,Ginger Grapefruit Rickey,oz
Ginger liqueur,1,Ginger Grapefruit Rickey,oz
Lime juice,0.5,Ginger Grapefruit Rickey,oz
Soda water,3,Ginger Grapefruit Rickey,oz
Vodka,1,Glass Tower,oz
Peach schnapps,1,Glass Tower,oz
White rum,1,Glass Tower,oz
Triple sec,1,Glass Tower,oz
Sambuca,0.5,Glass Tower,oz
Lime soda,1,Glass Tower,units
Orange wheel,1,Glass Tower,units
Maraschino cherry,1,Glass Tower,units
Wine,90,Glogg,oz
Cream sherry,90,Glogg,oz
Claret,90,Glogg,oz
Burgundy,90,Glogg,oz
Dried orange peel,2,Glogg,oz
Cinnamon sticks,2,Glogg,oz
Cloves,25,Glogg,units
Blended whiskey,1,Gloom Lifter,oz
Brandy,0.5,Gloom Lifter,oz
Lemon juice,0.5,Gloom Lifter,oz
Raspberry syrup,1,Gloom Lifter,oz
Sugar,0.5,Gloom Lifter,oz
Egg white,0.5,Gloom Lifter,units
Brandy,1,Goat's Delight,oz
Kirschwasser,1.5,Goat's Delight,oz
Half-and-half,0.25,Goat's Delight,oz
Orgeat,1,Goat's Delight,oz
Almond syrup,1,Goat's Delight with Almond syrup,oz
Brandy,1,Goat's Delight with Almond syrup,oz
Kirschwasser,1.5,Goat's Delight with Almond syrup,oz
Half-and-half,0.25,Goat's Delight with Almond syrup,oz
Absinthe,1,Goat's Delight,oz
Pastis,1,Goat's Delight with Pastis,oz
Brandy,1,Goat's Delight with Pastis,oz
Kirschwasser,1.5,Goat's Delight with Pastis,oz
Half-and-half,0.25,Goat's Delight with Pastis,oz
Amaretto di saronno,1,God Child,oz
Mr. boston vodka,1,God Child,oz
Heavy cream,1,God Child,oz
Vodka,1,Godchild,oz
Amaretto,1,Godchild,oz
Heavy cream,1,Godchild,oz
Blended scotch whiskey,1.5,Godfather,oz
Amaretto,0.75,Godfather,oz
Vodka,1.5,Godmother,oz
Amaretto,0.75,Godmother,oz
Apple brandy,1,Golden Dawn,oz
Apricot-flavored brandy,0.5,Golden Dawn,oz
Gin,0.5,Golden Dawn,oz
Orange juice,1,Golden Dawn,oz
Grenadine,1,Golden Dawn,oz
Dark rum,1.5,Golden Eclipse,oz
Amaro,0.25,Golden Eclipse,oz
Lemon juice,0.5,Golden Eclipse,oz
Orange bitters,1,Golden Eclipse,oz
Apple cider,3,Golden Eclipse,oz
Golden delicious apple wedge,1,Golden Eclipse,units
Lemon juice,0.5,Golden Fizz,oz
Powdered sugar,0.5,Golden Fizz,oz
Gin,1.5,Golden Fizz,oz
Egg yolk,1,Golden Fizz,units
Orange juice,1,Golden Frappe,oz
Lemon juice,2,Golden Frappe,oz
Sugar,1,Golden Frappe,oz
Port,1,Golden Frappe,oz
Amaretto,1,Golden Freindship,oz
Sweet vermouth,1,Golden Freindship,oz
Light rum,1,Golden Freindship,oz
Light rum,1,Golden Friendship,oz
Sweet vermouth,1,Golden Friendship,oz
Amaretto,1,Golden Friendship,oz
Orange zest spiral,1,Golden Friendship,units
Maraschino cherry,1,Golden Friendship,units
Yellow chartreuse,0.75,Golden Slipper,oz
Apricot-flavored brandy,2,Golden Slipper,oz
Yellow chartreuse,0.75,Golden Slipper Cocktail,oz
Old mr. boston apricot flavored brandy,2,Golden Slipper Cocktail,oz
Bourbon whiskey,2,Goldrush,oz
Lemon juice,0.75,Goldrush,oz
Honey syrup,1,Goldrush,oz
Absinthe,1,Gotham,oz
Brandy,3,Gotham,oz
Peach bitters,3,Gotham,oz
Lemon twist,1,Gotham,units
Dark rum,1.5,Grande Guignol,oz
Yellow chartreuse,0.75,Grande Guignol,oz
Cherry heering,0.75,Grande Guignol,oz
Lime juice,0.75,Grande Guignol,oz
Lime wheels,1,Grande Guignol,units
Bourbon whiskey,1,Grandfather,oz
Applejack,1,Grandfather,oz
Sweet vermouth,1,Grandfather,oz
Angostura bitters,1,Grandfather,oz
Peychaud's bitters,1,Grandfather,oz
Maraschino cherry,1,Grandfather,units
Vodka,1,Grape Nehi,oz
Raspberry-flavored liqueur,1,Grape Nehi,oz
Lemon juice,1,Grape Nehi,oz
Vodka,1.5,Grape Vodka Froth,oz
Grape juice,1,Grape Vodka Froth,oz
Egg white,1,Grape Vodka Froth,units
Lemon juice,1,Grape Vodka Froth,oz
Grape juice,1,Grapefruit Cocktail,oz
Gin,1,Grapefruit Cocktail,oz
Maraschino,1,Grapefruit Cocktail,oz
Vodka,1.5,Grapefruit Gimlet Royale,oz
Fresh grapefruit juice,1,Grapefruit Gimlet Royale,oz
Lime juice,0.25,Grapefruit Gimlet Royale,oz
Simple syrup,0.25,Grapefruit Gimlet Royale,oz
Chilled champagne,2,Grapefruit Gimlet Royale,oz
Brandy,1.5,Grapefruit Nog,oz
Grapefruit juice,0.5,Grapefruit Nog,oz
Lemon juice,1,Grapefruit Nog,oz
Honey,1,Grapefruit Nog,oz
Egg,1,Grapefruit Nog,units
Old mr. boston green creme de menthe,0.75,Grasshopper Cocktail,oz
Old mr. boston white creme de cacao,0.75,Grasshopper Cocktail,oz
Light cream,0.75,Grasshopper Cocktail,oz
Gin,1.5,Green Devil,oz
Green creme de menthe,1.5,Green Devil,oz
Lime juice,1,Green Devil,oz
Lemon juice,0.5,Green Dragon Cocktail,oz
Old mr. boston kummel,0.5,Green Dragon Cocktail,oz
Old mr. boston green creme de menthe,0.5,Green Dragon Cocktail,oz
Old mr. boston dry gin,1.5,Green Dragon Cocktail,oz
Orange bitters,4,Green Dragon Cocktail,oz
Powdered sugar,1,Green Fizz,oz
Egg white,1,Green Fizz,units
Lemon juice,0.5,Green Fizz,oz
Gin,2,Green Fizz,oz
Green creme de menthe,1,Green Fizz,oz
Lime vodka,2,Green Hornet (Dry),oz
Lemon-lime soda,3,Green Hornet (Dry),oz
Powdered sugar,1,Green Hornet (Dry),oz
Gin,0.5,Green Opal,oz
Anisette,0.5,Green Opal,oz
Anis,1,Green Opal,oz
Old mr. boston dry gin,0.5,Green Opal Cocktail,oz
Old mr. boston anisette,0.5,Green Opal Cocktail,oz
Absinthe,1,Green Opal Cocktail,oz
Gin,1.5,Greenback,oz
Green creme de menthe,1,Greenback,oz
Lemon juice,1,Greenback,oz
Straight rye whiskey,2,Greenpoint,oz
Yellow chartreuse,0.5,Greenpoint,oz
Sweet vermouth,0.5,Greenpoint,oz
Angostura bitters,1,Greenpoint,oz
Orange bitters,1,Greenpoint,oz
Lemon twist,1,Greenpoint,units
Lime juice,0.5,Grenadine Rickey,oz
Grenadine,1.5,Grenadine Rickey,oz
Gin,1.5,Greyhound,oz
Grapefruit juice,5,Greyhound,oz
Straight rye whiskey,1.5,Grounds For Divorce,oz
Kirschwasser,0.75,Grounds For Divorce,oz
Cynar,0.25,Grounds For Divorce,oz
Amaro,0.5,Grounds For Divorce,oz
Blanco tequila,2,Guadalajara,oz
Dry vermouth,1,Guadalajara,oz
Benedictine,0.5,Guadalajara,oz
Dry vermouth,1.5,H. P. W. Cocktail,oz
Sweet vermouth,1.5,H. P. W. Cocktail,oz
Gin,1.5,H. P. W. Cocktail,oz
Dry vermouth,1.5,H.P.W. Cocktail,oz
Sweet vermouth,1.5,H.P.W. Cocktail,oz
Gin,1.5,H.P.W. Cocktail,oz
Dark rum,2,Hai Karate,oz
Lime juice,1,Hai Karate,oz
Pineapple juice,1,Hai Karate,oz
Orange juice,1,Hai Karate,oz
Maple syrup,1,Hai Karate,oz
Angostura bitters,1,Hai Karate,oz
100-proof vodka,1.5,Hair Raiser,oz
Rock,0.5,Hair Raiser,oz
Rye,0.5,Hair Raiser,oz
Lemon juice,1,Hair Raiser,oz
Old mr. boston 100 proof vodka,1.5,Hair Raiser Cocktail,oz
Old mr. boston rock,0.5,Hair Raiser Cocktail,oz
Rye,0.5,Hair Raiser Cocktail,oz
Lemon juice,1,Hair Raiser Cocktail,oz
Blanco tequila,0.75,Hairy Sunrise,oz
Vodka,0.75,Hairy Sunrise,oz
Triple sec,0.5,Hairy Sunrise,oz
Orange juice,3,Hairy Sunrise,oz
Fresh grenadine,1,Hairy Sunrise,oz
Lime wedges,1,Hairy Sunrise,units
Vodka,1.5,Handball Cooler,oz
Soda water,3,Handball Cooler,oz
Orange juice,0.5,Handball Cooler,oz
Vodka,1.5,Harrington,oz
Triple sec,0.25,Harrington,oz
Green chartreuse,1,Harrington,oz
Brandy,1.5,Harvard Cocktail,oz
Sweet vermouth,0.75,Harvard Cocktail,oz
Lemon juice,0.5,Harvard Cocktail,oz
Grenadine,1,Harvard Cocktail,oz
Angostura bitters,1,Harvard Cocktail,oz
Apple brandy,2,Harvard Cooler,oz
Simple syrup,0.5,Harvard Cooler,oz
Orange,1,Harvard Cooler,units
Soda water,3,Harvard Cooler,oz
Ginger ale,3,Harvard Cooler with Ginger ale,oz
Apple brandy,2,Harvard Cooler with Ginger ale,oz
Simple syrup,0.5,Harvard Cooler with Ginger ale,oz
Orange,1,Harvard Cooler with Ginger ale,units
Straight rye whiskey,1.5,Harvest Moon,oz
Lillet blanc,1,Harvest Moon,oz
Apple brandy,0.5,Harvest Moon,oz
Green chartreuse,0.25,Harvest Moon,oz
Angostura bitters,2,Harvest Moon,oz
Orange wheel,1,Harvest Moon,units
Light rum,1.5,Harvest Nectar,oz
Pineapple juice,1,Harvest Nectar,oz
Cranberry juice,1,Harvest Nectar,oz
Orange juice,1,Harvest Nectar,oz
Lemon-lime soda,1,Harvest Nectar,oz
Vodka,1,Harvey Wallbanger,oz
Orange juice,4,Harvey Wallbanger,oz
Galliano,0.5,Harvey Wallbanger,oz
Light rum,0.75,Havana Cocktail,oz
Pineapple juice,1.5,Havana Cocktail,oz
Lemon juice,0.25,Havana Cocktail,oz
Gin,2,Hawaiin Cocktail,oz
Pineapple juice,1,Hawaiin Cocktail,oz
Triple sec,0.5,Hawaiin Cocktail,oz
Vodka,2,Headless Horseman,oz
Angostura bitters,3,Headless Horseman,oz
Ginger ale,3,Headless Horseman,oz
Blended scotch whiskey,1,Heather Blush,oz
Strawberry liqueur,1,Heather Blush,oz
Chilled sparkling wine,3,Heather Blush,oz
Strawberries,1,Heather Blush,units
Blended scotch whiskey,2.25,Heather's Kiss,oz
Lemon juice,0.5,Heather's Kiss,oz
Agave nectar,0.25,Heather's Kiss,oz
Absinthe,1,Heather's Kiss,oz
Single-malt scotch whisky,2,Heavenly Dram,oz
Pedro ximenez sherry,0.5,Heavenly Dram,oz
Lemon juice,0.75,Heavenly Dram,oz
Honey syrup,0.25,Heavenly Dram,oz
Single-malt scotch whisky,1.5,Hebrides,oz
Maraschino liqueur,0.5,Hebrides,oz
Triple sec,0.5,Hebrides,oz
Apple juice,2,Hebrides,oz
Lemon juice,0.5,Hebrides,oz
Angostura bitters,1,Hebrides,oz
Dark rum,1.5,Hemingway's Nog,oz
Vanilla liqueur,0.75,Hemingway's Nog,oz
Simple syrup,0.25,Hemingway's Nog,oz
Creme fraiche,1,Hemingway's Nog,oz
Tiki bitters,3,Hemingway's Nog,oz
Such as bittermen's elemakule,3,Hemingway's Nog,oz
